Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
14,Pape Abou Cisse\8bc373ea,sn SEN,DF,Saint-Étienne,fr Ligue 1,24,1995,14,1260,90,36.8,14.0,14,90,,0,,1,1.64,21,18,+3,+0.21,+0.84,20.2,18.7,+1.5,+0.11,+0.18,Matches
15,Abdelkabir Abqar\2bc7f211,ma MAR,DF,Alavés,es La Liga,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
16,David Abraham\565bf0da,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,14,1222,87,39.9,13.6,14,87,12,0,,0,1.64,25,17,+8,+0.59,+0.20,24.0,18.0,+6.0,+0.44,+0.36,Matches
17,Tammy Abraham\f586779e,eng ENG,FW,Chelsea,eng Premier League,22,1997,22,1040,47,30.4,11.6,12,74,,10,15,8,1.77,23,12,+11,+0.95,+0.54,21.1,8.8,+12.2,+1.06,+0.34,Matches
18,Amir Abrashi\1c08a3c8,al ALB,MFDF,Freiburg,de Bundesliga,30,1990,5,60,12,2.0,0.7,0,,0,5,12,7,2.40,1,1,0,0.00,0.00,1.1,1.5,-0.4,-0.56,-0.35,Matches
19,Gennaro Acampora\01040647,it ITA,MFFW,Spezia,it Serie A,26,1994,14,441,32,12.9,4.9,2,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.4,9.4,-3.0,-0.61,-0.02,Matches
20,Francesco Acerbi\b96b595c,it ITA,DF,Lazio,it Serie A,32,1988,32,2813,88,82.3,31.3,32,88,30,0,,0,1.88,51,44,+7,+0.22,+0.37,49.4,38.8,+10.6,+0.34,+0.12,Matches
21,Ragnar Ache\dc38e3bc,de GER,FWDF,Eint Frankfurt,de Bundesliga,22,1998,7,100,14,3.3,1.1,0,,0,7,14,3,2.29,4,1,+3,+2.70,+2.30,2.1,1.7,+0.3,+0.31,+0.08,Matches
22,Marcos Acuña\81442ecb,ar ARG,DF,Sevilla,es La Liga,28,1991,30,2330,78,68.1,25.9,26,83,22,4,46,1,1.97,37,28,+9,+0.35,-0.56,39.0,24.2,+14.8,+0.57,+0.48,Matches
23,Che Adams\f2bf1b0f,sct SCO,FW,Southampton,eng Premier League,24,1996,36,2667,74,78.0,29.6,30,84,,6,25,0,1.11,39,51,-12,-0.40,+0.67,32.9,39.9,-7.0,-0.24,+0.33,Matches
24,Tyler Adams\2b09d998,us USA,DFMF,RB Leipzig,de Bundesliga,21,1999,27,1850,69,60.5,20.6,21,83,13,6,20,1,2.11,35,19,+16,+0.78,-0.11,38.2,17.1,+21.1,+1.03,-0.10,Matches
25,Sargis Adamyan\22919e97,am ARM,FWMF,Hoffenheim,de Bundesliga,27,1993,18,479,27,15.7,5.3,3,77,1,15,16,6,1.50,13,6,+7,+1.32,+1.63,10.5,10.8,-0.3,-0.06,-0.02,Matches
26,Tosin Adarabioyo\c81d773d,eng ENG,DF,Fulham,eng Premier League,22,1997,33,2953,89,86.3,32.8,33,89,,0,,1,0.85,24,41,-17,-0.52,+1.22,36.7,46.2,-9.5,-0.29,+0.15,Matches
27,Enzo Adeagbo\b911a881,ch SUI,DF,Lazio,it Serie A,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
28,Bobby Adekanye\3ed84b2c,nl NED,FW,Lazio,it Serie A,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
29,Bobby Adekanye\3ed84b2c,nl NED,FWMF,Cádiz,es La Liga,21,1999,3,36,12,1.1,0.4,0,,0,3,12,6,2.33,0,0,0,0.00,+0.59,0.6,1.2,-0.6,-1.49,-0.95,Matches
30,Yacine Adli\26777636,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,35,2418,69,70.7,26.9,25,84,,10,32,0,1.17,28,47,-19,-0.71,-1.16,30.5,41.5,-11.0,-0.41,-0.06,Matches
31,Andrea Adorante\7005ac66,it ITA,FW,Parma,it Serie A,20,2000,1,10,10,0.3,0.1,0,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,1.1,-1.1,-9.85,-9.32,Matches
32,Adrián\f76e6b4e,es ESP,GK,Liverpool,eng Premier League,33,1987,3,270,90,7.9,3.0,3,90,,0,,27,1.33,6,9,-3,-1.00,-1.83,6.8,5.8,+1.0,+0.33,-0.42,Matches
33,Martin Agirregabiria\355c883a,es ESP,DFMF,Alavés,es La Liga,24,1996,26,1558,60,45.6,17.3,16,83,11,10,24,12,1.12,19,31,-12,-0.69,-0.26,17.0,24.8,-7.8,-0.45,-0.43,Matches
34,Giuseppe Agostino\98179242,it ITA,GK,Genoa,it Serie A,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
35,Lucien Agoume\8bc8829a,fr FRA,MF,Spezia,it Serie A,18,2002,12,800,67,23.4,8.9,9,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,13.2,17.2,-4.1,-0.46,+0.18,Matches
36,Felix Agu\cb6d81b3,de GER,DFFW,Werder Bremen,de Bundesliga,20,1999,15,701,47,22.9,7.8,8,76,5,7,13,16,1.00,12,15,-3,-0.39,+0.30,8.5,12.2,-3.6,-0.47,+0.05,Matches
37,Kevin Agudelo\46fa7204,co COL,FW,Spezia,it Serie A,21,1998,29,1356,47,39.6,15.1,14,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.9,24.6,-4.7,-0.31,+0.47,Matches
38,Nayef Aguerd\288e1e13,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35,3147,90,92.0,35.0,35,90,,0,,0,1.54,46,36,+10,+0.29,-0.37,43.9,37.6,+6.4,+0.18,-1.00,Matches
39,Sergio Agüero\4d034881,ar ARG,FWMF,Manchester City,eng Premier League,32,1988,12,559,47,16.3,6.2,7,69,,5,16,7,2.42,11,4,+7,+1.13,-0.26,12.2,4.4,+7.8,+1.26,+0.18,Matches
40,Ruben Aguilar\3dd738a1,fr FRA,DFFW,Monaco,fr Ligue 1,27,1993,33,2225,67,65.1,24.7,27,79,,6,14,2,1.97,37,30,+7,+0.28,-1.75,36.7,23.4,+13.3,+0.54,-1.00,Matches
41,Naouirou Ahamada\a6c58494,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,6,252,42,8.2,2.8,3,43,0,3,41,6,0.50,3,12,-9,-3.21,-3.53,4.4,6.7,-2.3,-0.81,-0.88,Matches
42,Sören Ahlers\c886f391,de GER,GK,Schalke 04,de Bundesliga,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
43,Matteo Ahlinvi\5ea9ebd4,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,20,899,45,26.3,10.0,10,77,,10,13,14,0.75,5,21,-16,-1.60,-1.07,9.9,20.3,-10.4,-1.04,-0.57,Matches
44,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,26,1994,27,2146,79,62.7,23.8,26,82,,1,17,0,1.19,34,38,-4,-0.17,+0.19,33.9,31.6,+2.3,+0.10,-0.16,Matches
45,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Monaco,fr Ligue 1,26,1994,2,36,18,1.1,0.4,0,,,2,18,1,2.00,0,0,0,0.00,-0.90,0.2,0.4,-0.3,-0.70,-1.61,Matches
46,Antonis Aidonis\54507986,de GER,DF,Stuttgart,de Bundesliga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
47,Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,es La Liga,24,1995,25,1289,52,37.7,14.3,14,80,11,11,15,10,1.76,26,22,+4,+0.28,+0.53,20.6,19.9,+0.7,+0.05,+0.15,Matches
48,Ola Aina\246d153b,ng NGA,DF,Fulham,eng Premier League,23,1996,31,2664,86,77.9,29.6,31,86,,0,,4,0.84,22,36,-14,-0.47,+0.96,31.8,41.4,-9.6,-0.33,-0.08,Matches
49,Rayan Aït Nouri\9b398aea,fr FRA,DF,Angers,fr Ligue 1,19,2001,3,187,62,5.5,2.1,2,80,,1,28,0,1.00,3,8,-5,-2.41,-2.04,1.8,5.6,-3.8,-1.83,-1.68,Matches
50,Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,eng Premier League,19,2001,21,1404,67,41.1,15.6,16,83,,5,15,8,1.00,16,23,-7,-0.45,-0.05,16.8,18.3,-1.5,-0.09,+0.11,Matches
51,Semi Ajayi\d6192210,ng NGA,DF,West Brom,eng Premier League,26,1993,33,2780,84,81.3,30.9,31,88,,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.4,58.2,-31.7,-1.03,-0.71,Matches
52,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,26,1994,35,2967,85,86.8,33.0,34,87,,1,25,1,1.20,46,49,-3,-0.09,+1.10,48.4,41.1,+7.3,+0.22,+0.48,Matches
53,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,25,1995,28,2350,84,76.8,26.1,26,89,23,2,25,0,1.82,60,37,+23,+0.88,+0.12,54.5,30.6,+24.0,+0.92,+0.37,Matches
54,Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,es La Liga,27,1993,13,865,67,25.3,9.6,10,74,7,3,41,14,1.46,10,8,+2,+0.21,+1.05,8.6,10.1,-1.5,-0.15,+0.53,Matches
55,Marley Aké\414e1f69,fr FRA,FW,Marseille,fr Ligue 1,19,2001,9,146,16,4.3,1.6,0,,,9,16,11,1.56,3,3,0,0.00,-0.19,3.3,3.7,-0.4,-0.23,-0.28,Matches
56,Marley Aké\414e1f69,fr FRA,FW,Juventus,it Serie A,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
57,Nathan Aké\eaeca114,nl NED,DF,Manchester City,eng Premier League,25,1995,10,797,80,23.3,8.9,9,86,,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.5,9.3,+6.2,+0.70,-0.53,Matches
58,Paul Akouokou\31f5b89b,ci CIV,MF,Betis,es La Liga,22,1997,10,378,38,11.1,4.2,4,75,1,6,13,21,1.50,6,3,+3,+0.71,+0.80,6.2,4.4,+1.9,+0.44,+0.48,Matches
59,Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,it Serie A,27,1992,32,1056,33,30.9,11.7,6,83,2,26,22,4,2.00,18,14,+4,+0.34,+0.26,15.8,13.3,+2.4,+0.21,-0.16,Matches
60,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,16,1184,74,38.7,13.2,14,83,10,2,14,2,1.06,20,22,-2,-0.15,-0.15,19.7,23.3,-3.6,-0.27,-0.37,Matches
61,David Alaba\05439de2,at AUT,DFMF,Bayern Munich,de Bundesliga,28,1992,32,2675,84,87.4,29.7,30,88,27,2,23,0,2.25,82,43,+39,+1.31,-2.43,62.6,38.2,+24.5,+0.82,-1.60,Matches
62,Sofiane Alakouch\5314e067,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,1505,68,44.0,16.7,17,84,,5,17,9,0.77,22,34,-12,-0.72,+0.18,18.9,27.6,-8.6,-0.52,+0.18,Matches
63,Jony Álamo\788be7f9,es ESP,MF,Elche,es La Liga,18,2001,1,73,73,2.1,0.8,1,73,0,0,,15,1.00,2,1,+1,+1.23,+1.82,0.7,0.7,+0.1,+0.07,+0.82,Matches
64,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,25,1245,50,40.7,13.8,12,75,3,13,27,4,1.56,21,15,+6,+0.43,+0.04,18.0,15.7,+2.2,+0.16,-0.07,Matches
65,Fabrizio Alastra\cfed4243,it ITA,GK,Parma,it Serie A,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
66,David Alba\7a4cd784,es ESP,MF,Getafe,es La Liga,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
67,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,31,1989,35,3025,86,88.5,33.6,34,88,28,1,45,1,2.14,79,34,+45,+1.34,+0.88,69.7,34.7,+35.0,+1.04,+0.05,Matches
68,Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,46.1,35.0,+11.0,+0.38,+0.27,Matches
69,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,34,1985,35,3115,89,91.1,34.6,35,89,31,0,,2,1.40,51,42,+9,+0.26,-1.81,51.4,38.7,+12.7,+0.37,-0.17,Matches
70,Julian Albrecht\0f2f73bc,de GER,MF,Hertha BSC,de Bundesliga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
71,Marc Albrighton\b827d5b3,eng ENG,DFFW,Leicester City,eng Premier League,30,1989,31,1746,56,51.1,19.4,17,80,,14,27,7,1.90,36,22,+14,+0.72,+0.51,30.7,25.0,+5.6,+0.29,+0.15,Matches
72,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,26,1993,27,1544,57,45.1,17.2,19,71,1,8,24,2,1.44,25,22,+3,+0.17,-0.45,24.7,19.1,+5.6,+0.33,-0.10,Matches
73,Pedro Alcalá\ba71d071,es ESP,DF,Cádiz,es La Liga,31,1989,13,909,70,26.6,10.1,8,87,7,5,42,20,0.77,12,25,-13,-1.29,-0.96,9.9,17.0,-7.1,-0.70,-0.20,Matches
74,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,eng Premier League,29,1991,24,1854,77,54.2,20.6,20,85,,4,40,1,1.71,34,18,+16,+0.78,+0.20,40.5,23.2,+17.3,+0.84,+0.27,Matches
75,Rubén Alcaraz\036bba5f,es ESP,MF,Valladolid,es La Liga,29,1991,30,2165,72,63.3,24.1,25,82,15,5,22,1,0.90,24,39,-15,-0.62,-0.05,25.6,31.4,-5.9,-0.24,+0.39,Matches
76,Omar Alderete\bb08bce9,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,1299,76,42.5,14.4,14,89,13,3,18,12,1.18,17,19,-2,-0.14,+0.32,19.3,19.0,+0.4,+0.02,+0.28,Matches
77,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,31,1989,25,2240,90,65.5,24.9,25,90,,0,,10,1.80,44,25,+19,+0.76,+0.46,34.9,31.1,+3.8,+0.15,+0.06,Matches
78,Iván Alejo\3d7e48ce,es ESP,MFFW,Cádiz,es La Liga,25,1995,22,827,38,24.2,9.2,6,69,0,16,26,12,1.36,10,12,-2,-0.22,+0.48,10.3,14.0,-3.7,-0.41,+0.19,Matches
79,Carles Aleñá\6c811eb7,es ESP,MF,Barcelona,es La Liga,22,1998,2,48,24,1.4,0.5,0,,0,2,24,14,3.00,1,0,+1,+1.87,+0.65,0.5,1.9,-1.4,-2.60,-3.69,Matches
80,Carles Aleñá\6c811eb7,es ESP,MFFW,Getafe,es La Liga,22,1998,22,1366,62,39.9,15.2,15,83,6,7,18,0,0.95,10,21,-11,-0.72,-0.55,14.7,15.1,-0.4,-0.03,+0.29,Matches
81,Kyle Alex John\c9093a1a,eng ENG,DF,Everton,eng Premier League,19,2001,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
82,Rúnar Alex Rúnarsson\8fa8f8d2,is ISL,GK,Arsenal,eng Premier League,25,1995,1,16,16,0.5,0.2,0,,,1,16,21,0.00,0,0,0,0.00,-0.42,0.1,0.5,-0.4,-2.03,-2.28,Matches
83,Rúnar Alex Rúnarsson\8fa8f8d2,is ISL,GK,Dijon,fr Ligue 1,25,1995,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
84,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,3031,84,88.6,33.7,34,88,,2,19,0,1.81,60,40,+20,+0.59,-0.79,65.3,40.4,+24.9,+0.74,+0.20,Matches
85,Alfon\1c772b46,es ESP,MF,Celta Vigo,es La Liga,21,1999,2,34,17,1.0,0.4,0,,0,2,17,3,0.50,0,0,0,0.00,+0.05,0.2,0.3,0.0,-0.07,-0.02,Matches
86,Mohamed Ali Cho\f8405304,fr FRA,FWMF,Angers,fr Ligue 1,16,2004,21,348,17,10.2,3.9,1,65,,20,14,10,0.67,5,8,-3,-0.78,-0.34,4.5,5.5,-1.0,-0.27,-0.04,Matches
87,Marco Alia\261dfc43,al ALB,GK,Lazio,it Serie A,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
88,Ezgjan Alioski\1a7fcf39,mk MKD,DF,Leeds United,eng Premier League,28,1992,36,2461,68,72.0,27.3,29,79,,7,22,2,1.64,47,35,+12,+0.44,+0.81,45.7,43.2,+2.5,+0.09,+0.83,Matches
89,Rachid Alioui\bdedd861,ma MAR,FW,Angers,fr Ligue 1,28,1992,1,15,15,0.4,0.2,0,,,1,15,0,1.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,+0.01,+0.25,Matches
90,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,27,1992,33,2970,90,86.8,33.0,33,90,,0,,0,1.88,58,32,+26,+0.79,+0.79,63.9,37.9,+26.0,+0.79,+0.53,Matches
91,Saturnin Allagbé\b052b8bf,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12,1080,90,31.6,12.0,12,90,,0,,20,0.67,6,30,-24,-2.00,-1.08,10.7,24.8,-14.2,-1.18,-0.04,Matches
92,Allan\cc700722,br BRA,MF,Everton,eng Premier League,29,1991,24,2051,85,60.0,22.8,23,88,,1,33,2,1.54,27,30,-3,-0.13,-0.26,30.6,31.5,-0.9,-0.04,+0.22,Matches
93,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,eng Premier League,24,1996,15,620,41,18.1,6.9,7,70,,8,16,8,1.33,11,9,+2,+0.29,-0.38,11.0,10.4,+0.6,+0.09,-0.05,Matches
94,Miguel Almirón\862a1c15,py PAR,MFFW,Newcastle Utd,eng Premier League,26,1994,34,2429,71,71.0,27.0,28,82,,6,20,2,1.18,30,48,-18,-0.67,-0.85,28.8,37.5,-8.7,-0.32,+0.06,Matches
95,Gael Alonso Moreno\45b33119,es ESP,DF,Celta Vigo,es La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
96,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,29,1990,13,960,74,28.1,10.7,11,84,,2,20,9,2.08,15,13,+2,+0.19,-0.54,17.0,11.2,+5.8,+0.54,-0.39,Matches
97,Altube\e4cbb095,es ESP,GK,Real Madrid,es La Liga,20,2000,0,,,,,0,,0,0,,35,,,,,,,,,,,,Matches
98,Fran Álvarez\f0101a48,es ESP,MF,Valladolid,es La Liga,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
99,Iker Álvarez\13619663,ad AND,GK,Villarreal,es La Liga,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
100,Sergio Álvarez\88d91621,es ESP,MFDF,Eibar,es La Liga,28,1992,27,1568,58,45.8,17.4,17,84,12,10,15,11,0.89,10,27,-17,-0.98,-0.68,12.8,25.2,-12.5,-0.72,-1.05,Matches
101,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,25,1995,23,1948,85,57.0,21.6,22,87,21,1,45,3,1.22,29,26,+3,+0.14,+0.08,26.0,23.4,+2.6,+0.12,-0.22,Matches
102,Bruno Alves\585a73a8,pt POR,DF,Parma,it Serie A,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,14.1,31.6,-17.5,-0.97,-0.77,Matches
103,Steven Alzate\ad1f61f3,co COL,MFDF,Brighton,eng Premier League,21,1998,15,896,60,26.2,10.0,10,76,,5,28,20,0.93,10,17,-7,-0.70,-0.74,11.2,10.3,+0.9,+0.09,-0.38,Matches
104,Alfons Amade\d73a07e2,de GER,DFMF,Hoffenheim,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
105,Ibrahim Amadou\9260926b,fr FRA,MF,Angers,fr Ligue 1,27,1993,24,1504,63,44.0,16.7,20,72,,4,15,0,1.25,13,19,-6,-0.36,+0.20,17.5,20.4,-3.0,-0.18,+0.11,Matches
106,Romain Amalfitano\d7bf3d19,fr FRA,FWDF,Dijon,fr Ligue 1,30,1989,2,116,58,3.4,1.3,1,70,,1,46,0,0.00,1,4,-3,-2.33,-1.10,0.4,5.4,-5.0,-3.88,-2.82,Matches
107,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,18,2001,1,45,45,1.3,0.5,0,,0,1,45,9,0.00,1,2,-1,-2.00,-1.63,0.9,1.2,-0.3,-0.59,-0.39,Matches
108,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,722,60,21.1,8.0,8,80,,4,21,14,1.54,13,14,-1,-0.12,-0.76,10.7,11.0,-0.3,-0.04,-0.32,Matches
109,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,26,1994,13,813,63,23.8,9.0,10,80,,3,3,2,2.31,16,6,+10,+1.11,+1.21,11.2,10.5,+0.7,+0.07,+0.05,Matches
110,Thierry Ambrose\2945f4b7,fr FRA,FW,Metz,fr Ligue 1,23,1997,23,753,33,22.0,8.4,5,62,,18,25,10,1.22,13,11,+2,+0.24,+0.44,8.9,10.8,-1.9,-0.23,-0.02,Matches
111,Wisdom Amey\35b4bc62,it ITA,DF,Bologna,it Serie A,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.10,+1.39,Matches
112,Bruno Amione\2df7cc43,ar ARG,DF,Hellas Verona,it Serie A,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
113,Nadiem Amiri\555d5edd,de GER,MF,Leverkusen,de Bundesliga,23,1996,29,1890,65,61.8,21.0,20,85,14,9,21,0,1.62,39,24,+15,+0.71,+0.79,29.5,24.7,+4.8,+0.23,+0.07,Matches
114,Yanis Ammour\aeed036d,fr FRA,FW,Montpellier,fr Ligue 1,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
115,Ethan Ampadu\10b9fa99,wls WAL,DFMF,Sheffield Utd,eng Premier League,19,2000,25,2089,84,61.1,23.2,23,86,,2,53,4,0.52,12,41,-29,-1.25,-0.30,19.1,38.7,-19.6,-0.85,-0.07,Matches
116,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,23,1996,31,2441,79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,32.5,40.1,-7.6,-0.28,-0.07,Matches
117,Jon Ander Garrido\c46736ab,es ESP,MF,Cádiz,es La Liga,30,1989,23,800,35,23.4,8.9,7,73,2,16,18,13,1.17,6,18,-12,-1.35,-1.01,7.8,16.9,-9.1,-1.02,-0.62,Matches
118,Joachim Andersen\e34fc66d,dk DEN,DF,Lyon,fr Ligue 1,24,1996,3,192,64,5.6,2.1,2,90,,1,12,3,1.33,1,2,-1,-0.47,-1.56,3.8,1.8,+2.0,+0.92,-0.18,Matches
119,Joachim Andersen\e34fc66d,dk DEN,DF,Fulham,eng Premier League,24,1996,31,2730,88,79.8,30.3,30,89,,1,59,0,0.87,22,35,-13,-0.43,+1.27,34.1,40.3,-6.2,-0.20,+0.51,Matches
120,Djavan Anderson\ca241ad3,nl NED,DF,Lazio,it Serie A,25,1995,3,72,24,2.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.72,0.2,0.5,-0.3,-0.35,-0.68,Matches
121,Elliot Anderson\de31038e,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,1,4,4,0.1,0.0,0,,,1,4,8,0.00,0,0,0,0.00,+0.42,0.0,0.3,-0.3,-7.28,-6.95,Matches
122,Felipe Anderson\9f1893b9,br BRA,FWMF,West Ham,eng Premier League,27,1993,2,3,2,0.1,0.0,0,,,2,2,2,0.00,0,0,0,0.00,-0.40,0.1,0.2,-0.1,-3.63,-3.78,Matches
123,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,29,1991,16,1126,70,36.8,12.5,14,79,4,2,10,1,0.69,14,23,-9,-0.72,-0.07,17.3,18.8,-1.4,-0.11,+0.58,Matches
124,Florin Andone\dc008610,ro ROU,FW,Brighton,eng Premier League,27,1993,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
125,Nícolas Andrade\326d09ef,br BRA,GK,Udinese,it Serie A,32,1988,2,180,90,5.3,2.0,2,90,2,0,,3,1.50,5,5,0,0.00,+0.44,3.1,2.1,+1.0,+0.49,+0.77,Matches
