Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1587,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,1564,1314,250,27,1,159,25,55,0,0,0,0,984,305,275,1093,157,60,223,3,1259,3,18,38,52,Matches
1588,Aïssa Mandi\fbd6378b,dz ALG,DF,Betis,es La Liga,28,1991,26.6,1496,1442,54,48,0,114,44,1,0,0,0,0,1236,121,139,145,1276,47,4,4,1378,1,11,14,8,Matches
1589,Rolando Mandragora\c7259b83,it ITA,MF,Udinese,it Serie A,23,1997,4.4,165,162,3,0,0,31,2,3,1,1,0,0,104,29,32,122,31,6,1,0,131,0,5,4,6,Matches
1590,Rolando Mandragora\c7259b83,it ITA,MF,Torino,it Serie A,23,1997,16.9,736,651,85,59,0,104,26,13,20,8,8,0,502,90,144,576,123,26,0,2,600,2,8,12,10,Matches
1591,Mario Mandžukić\afa0d4e0,hr CRO,FW,Milan,it Serie A,34,1986,2.4,57,55,2,0,0,16,0,2,0,0,0,0,27,17,13,3,34,9,0,0,37,0,1,2,2,Matches
1592,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,1064,1049,15,2,5,212,26,63,2,0,0,0,753,185,126,280,709,25,11,22,802,4,12,36,62,Matches
1593,Niccolò Manfredini\e4b39692,it ITA,GK,Benevento,it Serie A,32,1988,1.0,31,23,8,1,0,4,0,0,0,0,0,0,22,0,9,3,17,1,0,10,25,0,0,0,0,Matches
1594,Eliaquim Mangala\f520049f,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,105,101,4,4,0,18,1,0,0,0,0,0,64,17,24,54,33,10,0,0,73,0,3,5,4,Matches
1595,Orel Mangala\a572e291,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,1040,1024,16,12,3,156,9,10,1,0,1,0,876,77,87,132,870,27,3,1,881,1,9,29,19,Matches
1596,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,2052,1877,175,108,4,278,109,36,63,27,31,3,1298,220,534,1634,317,68,4,6,1676,7,21,24,31,Matches
1597,Vito Mannone\c4173f1a,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,287,210,77,16,0,26,7,0,0,0,0,0,140,12,135,17,230,1,0,26,201,0,5,0,1,Matches
1598,Kostas Manolas\c707411f,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,1523,1457,66,49,1,103,43,2,1,1,0,0,1273,122,128,223,1229,42,2,4,1425,0,19,16,5,Matches
1599,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,400,314,86,7,0,46,9,20,0,0,0,0,212,90,98,19,274,15,79,2,296,0,7,7,17,Matches
1600,Juan Manuel Ramos\36d7971a,uy URU,DF,Spezia,it Serie A,23,1996,3.3,161,124,37,2,0,22,4,2,7,1,6,0,89,36,36,114,11,4,28,0,126,1,1,2,11,Matches
1601,Myziane Maolida\706a60e1,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,365,357,8,1,1,100,7,23,1,0,0,0,288,39,38,77,278,7,0,2,274,2,7,20,21,Matches
1602,Faitout Maouassa\e54a9890,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,818,680,138,11,0,65,20,42,0,0,0,0,482,183,153,583,70,29,127,0,640,1,14,22,34,Matches
1603,Sekou Mara\3544641e,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,67,62,5,0,0,28,0,1,0,0,0,0,39,17,11,8,39,6,1,0,38,0,2,4,6,Matches
1604,Maranhão\ae86d473,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,214,207,7,0,1,75,9,6,0,0,0,0,108,67,39,26,121,24,1,10,132,2,9,12,13,Matches
1605,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,370,302,68,6,1,48,4,10,0,0,0,0,202,85,83,249,39,14,62,0,306,2,4,6,8,Matches
1606,Fernando Marçal\9ae9eaea,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,71,67,4,2,0,3,6,3,0,0,0,0,50,11,10,52,10,4,2,1,64,0,3,1,0,Matches
1607,Marcelo\603116a7,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,870,771,99,13,2,72,30,41,0,0,0,0,553,169,148,681,86,12,86,3,705,4,12,17,24,Matches
1608,Marcelo\e3d0b0c4,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,2028,1974,54,45,0,165,66,5,0,0,0,0,1612,124,292,159,1706,83,9,6,1801,4,25,17,10,Matches
1609,Solly March\bb5fbd2b,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,975,780,195,21,0,124,47,71,39,14,19,0,501,177,297,732,59,31,135,4,681,5,13,20,50,Matches
1610,Federico Marchetti\f794b426,it ITA,GK,Genoa,it Serie A,37,1983,3.7,136,96,40,5,0,14,1,0,0,0,0,0,92,4,40,69,48,0,0,19,112,0,2,0,1,Matches
1611,Riccardo Marchizza\91d0fabf,it ITA,DF,Spezia,it Serie A,22,1998,17.3,966,779,187,26,2,137,23,40,21,0,14,2,602,177,187,678,117,16,140,0,769,0,8,19,35,Matches
1612,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,2714,2607,107,70,1,210,31,3,0,0,0,0,2297,179,238,2295,280,74,13,9,2515,3,10,29,20,Matches
1613,Iván Marcone\b14f755d,ar ARG,MF,Elche,es La Liga,30,1990,29.4,1529,1470,59,57,1,272,54,4,1,1,0,0,1131,152,246,128,1334,43,0,4,1326,3,19,35,29,Matches
1614,Óscar de Marcos\9f323c71,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,764,636,128,10,0,76,9,43,1,0,0,0,435,182,147,54,552,30,117,6,583,1,14,31,36,Matches
1615,Dario Maresic\5d93ccee,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,343,328,15,6,0,18,13,3,0,0,0,0,237,30,76,48,269,12,9,3,288,2,10,6,5,Matches
1616,José Mari\6f4c734d,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,472,442,30,25,1,102,29,4,3,0,2,1,264,72,136,40,375,28,1,4,335,1,23,11,9,Matches
1617,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,592,585,7,4,0,45,10,0,0,0,0,0,489,36,67,480,71,23,3,1,537,0,8,7,2,Matches
1618,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,1094,1042,52,31,1,70,47,1,0,0,0,0,853,72,169,170,840,35,20,8,967,4,17,8,11,Matches
1619,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,104,93,11,0,0,35,2,0,0,0,0,0,72,19,13,17,70,4,2,0,78,0,0,4,5,Matches
1620,Jordan Marié\0d2158d5,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,762,746,16,9,1,119,32,7,7,1,6,0,528,93,141,79,627,40,0,5,622,2,15,18,12,Matches
1621,Adrián Marín\b7f2edff,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,123,95,28,3,0,17,3,3,0,0,0,0,56,15,52,83,1,12,25,0,85,1,3,3,2,Matches
1622,Adrián Marín\b7f2edff,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,54,44,10,1,1,5,1,0,0,0,0,0,24,20,10,36,3,4,9,0,40,1,0,1,2,Matches
1623,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,1702,1473,229,102,1,229,61,46,113,29,57,10,1226,156,320,185,1442,45,10,7,1390,8,14,32,35,Matches
1624,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,1648,1608,40,37,0,120,55,1,0,0,0,0,1387,91,170,116,1442,51,3,6,1490,1,22,27,9,Matches
1625,Marlon\cdf65d12,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,1598,1562,36,35,0,130,14,0,0,0,0,0,1467,65,66,138,1410,27,0,7,1537,2,6,9,6,Matches
1626,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Matches
1627,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,1729,1695,34,30,2,131,45,3,0,0,0,0,1461,101,167,261,1389,41,4,11,1610,5,9,15,6,Matches
1628,Luca Marrone\ea468ea8,it ITA,DF,Crotone,it Serie A,30,1990,17.6,1019,960,59,59,0,94,12,0,0,0,0,0,816,68,135,200,762,41,0,5,895,0,9,14,7,Matches
1629,Roger Martí\0ae4e09a,es ESP,FW,Levante,es La Liga,29,1991,24.4,523,480,43,1,3,120,13,16,0,0,0,0,361,83,79,59,417,20,0,14,361,5,8,25,30,Matches
1630,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,488,477,11,2,3,104,3,12,0,0,0,0,419,43,26,64,400,11,1,3,404,2,8,19,21,Matches
1631,Aarón Martín\2f3e911a,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,862,699,163,20,1,79,9,44,0,0,0,0,529,179,154,646,56,11,143,0,691,1,12,21,25,Matches
1632,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,169,126,43,2,0,15,3,13,3,0,2,0,74,45,50,123,6,2,38,0,122,0,3,3,8,Matches
1633,Álex Martín\80153344,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,38,32,6,2,0,3,2,1,0,0,0,0,22,6,10,1,32,1,4,0,28,1,0,0,1,Matches
1634,Jonas Martin\468fdbad,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,384,371,13,11,0,41,6,2,0,0,0,0,316,35,33,62,301,13,1,0,340,0,4,6,8,Matches
1635,Martinelli\48a5a5d6,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,159,155,4,0,0,19,1,14,0,0,0,0,119,21,19,29,117,6,3,0,126,2,1,4,4,Matches
1636,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,814,766,48,28,0,54,33,4,0,0,0,0,573,76,165,147,608,20,20,0,671,3,15,20,12,Matches
1637,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,1295,911,384,130,0,127,49,0,0,0,0,0,512,54,729,132,869,0,0,163,849,7,49,6,3,Matches
1638,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,1427,1343,84,74,1,144,73,9,0,0,0,0,953,152,322,1036,264,80,10,7,1193,6,27,27,21,Matches
1639,Javi Martínez\3672b352,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,159,157,2,0,0,27,6,3,0,0,0,0,95,28,36,18,116,20,0,1,108,0,2,3,8,Matches
1640,Javi Martínez\7f97771d,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,390,382,8,6,0,39,4,1,0,0,0,0,317,26,47,73,283,19,2,2,352,1,5,3,0,Matches
1641,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,49,43,6,1,0,9,3,0,0,0,0,0,35,4,10,8,36,0,0,5,37,0,5,0,0,Matches
1642,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,it Serie A,22,1997,28.5,583,569,14,1,2,183,23,16,0,0,0,0,383,128,72,94,430,23,4,11,422,0,5,33,27,Matches
1643,Pablo Martinez\1ad8cb67,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,299,283,16,15,0,27,23,0,0,0,0,0,196,29,74,236,42,18,1,0,250,1,12,1,2,Matches
1644,Gelson Martins\3ef0fa48,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,632,628,4,0,0,119,4,28,0,0,0,0,528,57,47,78,528,14,2,3,527,1,9,16,17,Matches
1645,Adam Marušić\d4535821,me MNE,DF,Lazio,it Serie A,27,1992,33.0,1619,1422,197,25,2,174,42,50,0,0,0,0,1094,275,250,148,1195,72,172,13,1352,3,14,33,40,Matches
1646,Sylvain Marveaux\4ef705ab,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,85,82,3,1,1,12,0,1,0,0,0,0,66,6,13,67,12,3,1,0,69,0,1,1,1,Matches
1647,Marvin\efaefda0,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,81,70,11,0,0,14,1,4,0,0,0,0,58,17,6,4,61,1,11,0,69,0,1,1,1,Matches
1648,Omar Mascarell\11fd2b75,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,883,839,44,34,4,152,34,5,10,4,5,1,591,109,183,164,656,40,0,2,726,5,11,9,17,Matches
1649,Andrea Masiello\e0314d87,it ITA,DF,Genoa,it Serie A,34,1986,28.5,1377,1321,56,41,0,107,60,5,0,0,0,0,961,141,275,241,1031,70,15,5,1176,4,22,21,13,Matches
1650,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,800,495,305,87,0,41,10,0,0,0,0,0,215,33,552,17,623,0,0,91,417,6,25,3,2,Matches
1651,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,299,249,50,3,0,61,4,7,0,0,0,0,194,65,40,47,188,11,46,1,226,2,3,7,25,Matches
1652,Giuseppe Mastinu\26cd1bff,it ITA,FWMF,Spezia,it Serie A,28,1991,0.4,12,12,0,0,0,1,0,0,0,0,0,0,8,2,2,11,0,0,0,1,9,0,0,0,0,Matches
1653,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,552,508,44,0,0,96,18,33,0,0,0,0,405,67,80,466,17,15,44,1,442,3,14,12,23,Matches
1654,Jaime Mata\02319ad7,es ESP,FW,Getafe,es La Liga,31,1988,22.6,596,570,26,0,0,178,9,36,1,1,0,0,309,149,138,62,363,68,9,19,395,2,12,20,32,Matches
1655,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,294,278,16,6,1,48,7,7,7,0,7,0,242,17,35,245,43,2,0,3,247,1,1,12,5,Matches
1656,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,928,909,19,16,0,173,44,6,3,0,1,0,740,87,101,110,775,25,0,2,794,2,20,25,21,Matches
1657,Eliot Matazo\15944afd,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,92,91,1,1,0,15,1,0,0,0,0,0,70,17,5,11,70,8,0,0,72,0,2,3,0,Matches
1658,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,51,47,4,0,0,24,0,1,0,0,0,0,32,12,7,6,27,6,0,1,31,1,1,2,3,Matches
1659,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,252,224,28,0,1,65,2,4,1,1,0,0,168,52,32,46,156,21,0,8,182,1,3,1,13,Matches
1660,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,975,941,34,31,1,131,33,6,0,0,0,0,817,66,92,819,124,19,3,0,882,3,4,19,11,Matches
1661,Joël Matip\b217ef29,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,527,518,9,9,1,41,7,0,0,0,0,0,411,50,66,73,416,23,0,0,466,0,4,8,5,Matches
1662,Rabbi Matondo\33144cc5,wls WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,40,40,0,0,0,13,2,1,0,0,0,0,31,6,3,9,28,2,0,0,34,0,0,0,4,Matches
1663,Ryder Matos\7280b54f,br BRA,MF,Udinese,it Serie A,27,1993,0.1,7,7,0,0,0,1,1,2,0,0,0,0,4,0,3,0,6,1,0,0,5,0,1,0,0,Matches
1664,Henning Matriciani\ab3f1bdf,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,5,5,0,0,0,2,0,0,0,0,0,0,3,1,1,0,5,0,0,0,3,0,1,1,0,Matches
1665,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,272,260,12,7,0,15,11,2,0,0,0,0,222,22,28,16,237,8,5,1,244,1,3,0,6,Matches
1666,Federico Mattiello\fba81826,it ITA,DF,Spezia,it Serie A,25,1995,0.4,42,35,7,0,0,4,1,1,0,0,0,0,18,9,15,17,16,0,7,1,29,0,0,0,2,Matches
1667,Neal Maupay\4bcf39f6,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,656,599,57,6,2,168,14,11,0,0,0,0,497,87,72,123,467,20,7,17,508,1,10,34,24,Matches
1668,Tony Mauricio\96e5168e,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,342,289,53,19,0,63,24,7,31,13,11,2,241,33,68,277,51,9,2,1,275,0,3,13,14,Matches
1669,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,512,496,16,1,3,105,6,19,0,0,0,0,383,85,44,77,388,23,8,8,398,2,11,13,32,Matches
1670,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,1059,920,139,35,0,115,61,5,1,0,0,0,650,159,250,148,729,50,103,7,844,3,14,43,22,Matches
1671,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,220,216,4,0,1,70,0,1,0,0,0,0,167,42,11,37,157,9,1,7,178,1,0,10,6,Matches
1672,Borja Mayoral\64e8ed6d,es ESP,FW,Roma,it Serie A,23,1997,17.2,366,336,30,2,0,92,14,8,0,0,0,0,252,59,55,74,258,12,2,7,293,0,2,10,9,Matches
1673,Borja Mayoral\64e8ed6d,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,5,5,0,0,0,1,1,0,0,0,0,0,3,1,1,1,4,0,0,0,3,0,0,0,1,Matches
1674,Youssef Maziz\514270e8,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,119,98,21,8,0,22,3,3,6,2,2,1,79,17,23,13,101,2,0,0,84,0,3,7,4,Matches
1675,Antonio Mazzotta\4366d5e9,it ITA,DF,Crotone,it Serie A,30,1989,0.6,11,9,2,1,0,2,1,1,0,0,0,0,6,1,4,8,2,0,1,0,7,0,0,1,0,Matches
1676,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,1029,842,187,4,0,124,25,55,0,0,0,0,527,228,274,119,657,47,183,0,719,5,27,40,62,Matches
1677,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,1033,979,54,6,4,154,15,68,15,5,1,0,869,106,58,200,801,9,17,4,812,2,12,39,44,Matches
1678,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,208,168,40,3,0,30,2,2,0,0,0,0,130,44,34,17,136,9,37,0,168,0,3,4,8,Matches
1679,Jean-Manuel Mbom\1a5d7cb9,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,364,337,27,1,0,89,10,14,0,0,0,0,213,71,80,39,256,17,26,3,257,1,17,6,13,Matches
1680,Nathanael Mbuku\46750e9c,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,584,560,24,5,7,130,16,21,12,7,2,0,433,70,81,489,49,16,4,5,448,4,8,24,16,Matches
1681,James McArthur\cee31595,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,769,727,42,17,0,140,15,7,0,0,0,0,523,101,145,197,503,40,8,3,627,3,15,23,22,Matches
1682,Oliver McBurnie\78b8ac63,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,426,416,10,1,3,178,1,3,0,0,0,0,202,107,117,23,227,55,0,8,268,2,9,12,20,Matches
1683,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,30,1989,30.0,1069,798,271,100,0,137,34,0,0,0,0,0,503,36,530,153,740,3,0,126,687,8,32,7,2,Matches
1684,James McCarthy\64b08de7,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,329,315,14,8,0,52,15,5,6,4,1,1,188,49,92,89,214,18,0,1,254,0,8,7,12,Matches
1685,John McGinn\90f91999,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,1398,1326,72,37,8,252,86,30,10,2,5,0,901,165,332,1069,250,46,6,2,1080,14,27,54,33,Matches
1686,David McGoldrick\dbe56a33,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,940,909,31,3,1,220,20,24,0,0,0,0,673,131,136,88,718,42,13,5,699,4,15,25,32,Matches
1687,Weston McKennie\01c3aff5,us USA,MF,Juventus,it Serie A,21,1998,18.9,784,764,20,6,4,144,17,15,0,0,0,0,569,114,101,142,578,24,14,4,667,2,14,19,13,Matches
1688,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,1336,1170,166,74,5,249,109,114,74,64,5,2,819,142,375,1211,55,34,18,2,920,8,34,27,68,Matches
1689,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,1270,1228,42,32,0,169,44,9,2,2,0,0,1037,86,147,105,1079,51,8,3,1109,1,14,22,24,Matches
1690,Gary Medel\563a68ad,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,340,320,20,16,0,21,12,0,0,0,0,0,255,45,40,44,267,17,4,3,313,0,2,2,3,Matches
1691,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,1558,1504,54,41,0,167,59,2,0,0,0,0,1241,107,210,1368,125,34,13,2,1358,1,18,26,35,Matches
1692,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,316,222,94,6,0,44,4,6,0,0,0,0,147,65,104,40,173,14,88,1,210,1,9,7,11,Matches
1693,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,1044,1006,38,34,0,176,29,1,0,0,0,0,558,125,361,760,111,103,4,5,784,2,24,14,11,Matches
1694,Joshua Mees\4b6dd263,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,1,0,0,Matches
1695,Admir Mehmedi\b500b384,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,442,419,23,5,2,69,12,20,7,2,1,0,323,71,48,58,353,15,4,8,347,1,5,14,19,Matches
1696,Soualiho Meïté\5cec2c74,fr FRA,MF,Milan,it Serie A,26,1994,6.5,285,275,10,9,2,43,9,2,0,0,0,0,211,35,39,56,204,14,1,2,241,2,6,10,3,Matches
1697,Soualiho Meïté\5cec2c74,fr FRA,MF,Torino,it Serie A,26,1994,10.2,383,381,2,2,0,63,14,3,0,0,0,0,296,34,53,66,296,11,0,4,314,1,5,8,8,Matches
1698,Hannibal Mejbri\ca22ccb0,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,Matches
1699,Farid El Melali\d21e361a,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,147,144,3,1,1,32,2,7,0,0,0,0,112,24,11,6,136,2,2,0,111,0,4,4,4,Matches
1700,Filippo Melegoni\6604165d,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,242,217,25,2,0,42,7,6,12,6,2,0,180,29,33,9,216,6,10,0,202,2,2,5,2,Matches
1701,Gonzalo Melero\3902e91b,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,1048,1015,33,18,3,191,12,4,3,0,0,0,869,111,68,100,867,35,6,18,934,2,11,25,20,Matches
1702,Birger Meling\70c52749,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,1307,1016,291,33,1,137,23,32,1,0,1,0,788,329,190,780,219,37,257,4,1064,4,30,24,42,Matches
1703,Arthur Melo\48b3dd60,br BRA,MF,Juventus,it Serie A,23,1996,12.9,1073,1044,29,25,0,135,25,0,2,1,0,0,915,93,65,45,1000,21,1,5,1013,1,5,11,6,Matches
1704,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,599,436,163,5,0,72,8,24,0,0,0,0,288,180,131,71,348,10,158,1,434,0,19,20,30,Matches
1705,Pedro Mendes\6690ef25,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,802,774,28,27,0,80,46,2,0,0,0,0,569,55,178,77,675,33,1,3,678,1,15,4,12,Matches
1706,Thiago Mendes\c6e5d20f,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,1499,1439,60,53,5,194,54,7,1,0,0,0,1111,141,247,180,1232,59,6,5,1327,4,18,23,16,Matches
1707,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,1188,1142,46,17,5,216,29,28,10,4,5,0,868,160,160,964,130,52,14,9,936,2,23,37,41,Matches
1708,Édgar Méndez\aed746df,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,499,468,31,3,0,124,24,51,1,0,0,0,230,104,165,75,313,40,20,6,286,6,17,19,32,Matches
1709,Eñaut Mendía\aa7da569,es ESP,FW,Eibar,es La Liga,21,1999,0.7,11,11,0,0,0,4,0,0,0,0,0,0,8,3,0,0,9,2,0,0,5,0,1,0,2,Matches
1710,Batista Mendy\e472a6f6,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,36,35,1,1,0,3,1,0,0,0,0,0,33,0,3,2,33,1,0,0,30,0,1,2,0,Matches
1711,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,651,562,89,4,0,40,11,26,2,0,2,0,431,117,103,506,26,27,83,0,532,1,10,8,22,Matches
1712,Edouard Mendy\33887998,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,1007,792,215,34,0,70,26,0,0,0,0,0,702,37,268,69,800,1,0,125,852,3,19,4,1,Matches
1713,Edouard Mendy\33887998,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1.0,29,21,8,2,0,1,1,0,0,0,0,0,17,0,12,1,25,0,0,2,24,0,1,0,0,Matches
1714,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,1475,1298,177,12,1,170,30,40,0,0,0,0,1114,230,131,903,373,26,165,3,1324,3,13,25,26,Matches
1715,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,965,952,13,12,1,101,11,0,0,0,0,0,809,87,69,106,830,18,1,0,882,1,7,11,6,Matches
1716,Hamza Mendyl\f99fe221,ma MAR,FWDF,Schalke 04,de Bundesliga,22,1997,1.1,29,27,2,1,0,7,0,2,0,0,0,0,24,1,4,20,5,1,1,0,23,0,0,0,2,Matches
1717,Levent Mercan\33340bd6,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
1718,Jorge Meré\9f979eb2,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,680,657,23,14,0,67,24,0,0,0,0,0,532,40,108,145,479,39,1,4,603,1,10,8,2,Matches
1719,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,23,1997,22.0,607,481,126,30,0,54,7,0,0,0,0,0,450,30,127,371,130,0,0,97,539,2,6,4,1,Matches
